application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20251791,Undergraduate,Kazakhstan,Economics,Chinese-taught,3.37,4.4,2.7,0,8.6,68.0,TOEFL,94.39831558710236,HSK4,Admitted,No Scholarship
BIT20251792,Postgraduate,Pakistan,Electronics Science and Technology,English-taught,3.21,7.3,6.6,0,5.5,77.1,TOEFL,84.29460194391169,HSK1,Rejected,No Scholarship
BIT20251793,Postgraduate,Pakistan,Instrument Science and Technology,English-taught,3.13,7.4,6.8,0,6.4,78.3,IELTS,7.190781284889521,HSK2,Admitted,No Scholarship
BIT20251794,Postgraduate,Indonesia,Applied Economics,Chinese-taught,2.6,7.5,7.4,1,8.4,76.7,IELTS,7.003712935283195,HSK4,Admitted,No Scholarship
BIT20251795,Undergraduate,Kenya,Law,Chinese-taught,1.33,8.0,2.4,0,5.0,77.9,IELTS,5.0511917459763875,HSK3,Rejected,No Scholarship
BIT20251796,Undergraduate,Zimbabwe,Humanities and Social Sciences,English-taught,2.47,3.7,2.9,0,3.6,51.8,DUOLINGO,118.09301386806067,HSK1,Rejected,No Scholarship
BIT20251797,Postgraduate,Russia,Business Administration,English-taught,2.99,3.1,6.1,1,6.8,82.8,TOEFL,85.23559141210575,HSK3,Rejected,No Scholarship
BIT20251798,Undergraduate,Pakistan,Life Science,English-taught,3.06,5.0,7.0,0,7.4,81.3,DUOLINGO,87.94046002605945,HSK1,Rejected,No Scholarship
BIT20251799,Undergraduate,Kenya,Materials Science and Engineering,Chinese-taught,2.89,7.4,5.5,0,5.2,71.1,DUOLINGO,98.13993247838225,HSK4,Rejected,No Scholarship
BIT20251800,Undergraduate,Indonesia,Management,English-taught,3.22,3.3,2.0,0,7.3,57.7,TOEFL,87.68743591887394,HSK2,Rejected,No Scholarship
BIT20251801,Dual Degree,Thailand,Joint Business Administration Program,English-taught,3.09,3.9,6.6,1,6.6,76.7,IELTS,5.161294602175303,HSK2,Rejected,No Scholarship
BIT20251802,Postgraduate,India,Materials Science and Technology,English-taught,3.16,3.5,7.0,2,6.9,71.4,TOEFL,105.80501101692138,HSK1,Admitted,No Scholarship
BIT20251803,Undergraduate,Thailand,Management,English-taught,3.39,8.1,6.0,2,7.3,84.4,DUOLINGO,82.75157708120939,HSK1,Rejected,No Scholarship
BIT20251804,Undergraduate,Indonesia,Law,English-taught,3.3,6.9,3.0,1,7.5,72.1,IELTS,6.957353384152269,HSK1,Admitted,Partial Scholarship
BIT20251805,Undergraduate,Mongolia,Cyberspace Science and Technology,English-taught,3.85,7.8,5.4,2,7.8,88.4,DUOLINGO,117.27365135635547,HSK2,Admitted,Partial Scholarship
BIT20251806,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.25,8.8,6.7,0,8.4,84.4,DUOLINGO,121.81419506037373,HSK4,Admitted,Partial Scholarship
BIT20251807,Postgraduate,Kazakhstan,Mathematics,English-taught,3.26,10.0,5.0,1,8.5,94.7,TOEFL,104.3713007917678,HSK1,Admitted,No Scholarship
BIT20251808,Undergraduate,Pakistan,Life Science,English-taught,3.26,7.6,6.0,0,7.2,93.7,TOEFL,104.45296782826966,HSK3,Admitted,Partial Scholarship
BIT20251809,Undergraduate,Indonesia,Mechatronical Engineering,Chinese-taught,3.73,7.2,7.0,1,7.4,86.9,TOEFL,108.54096262045975,HSK6,Admitted,Partial Scholarship
BIT20251810,Undergraduate,Mongolia,Humanities and Social Sciences,English-taught,3.35,6.8,5.3,1,8.1,66.5,TOEFL,89.74098390905459,HSK1,Rejected,No Scholarship
BIT20251811,Postgraduate,Brazil,Biomedical Engineering,Chinese-taught,2.83,7.3,5.1,0,5.5,73.6,IELTS,5.309296704659047,HSK5,Rejected,No Scholarship
BIT20251812,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,3.02,8.9,5.3,0,6.8,71.0,IELTS,6.537657596977659,HSK4,Admitted,No Scholarship
BIT20251813,Undergraduate,Ethiopia,Automation,Chinese-taught,3.14,4.5,6.4,0,6.3,79.1,IELTS,7.308602246238058,HSK4,Admitted,No Scholarship
BIT20251814,Undergraduate,Malaysia,Materials Science and Engineering,English-taught,2.99,6.4,1.5,0,4.9,80.8,IELTS,5.800258830646574,HSK1,Rejected,No Scholarship
BIT20251815,Undergraduate,Kenya,Physics,English-taught,2.68,4.6,0.8,0,3.5,74.1,IELTS,4.259353094348162,HSK2,Rejected,No Scholarship
BIT20251816,Dual Degree,Pakistan,Joint Mechanical Engineering,Chinese-taught,3.93,7.4,10.0,0,7.6,96.5,DUOLINGO,155.73633338728655,HSK5,Admitted,Partial Scholarship
BIT20251817,Undergraduate,India,Medical Technology,English-taught,3.46,8.3,3.9,4,8.0,71.4,TOEFL,104.70493858889968,HSK1,Admitted,Partial Scholarship
BIT20251818,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.03,6.6,6.3,0,6.8,55.0,IELTS,5.974894784657633,HSK4,Rejected,No Scholarship
BIT20251819,Postgraduate,Kenya,Information and Communication Engineering,English-taught,3.66,7.1,7.3,1,8.1,79.7,TOEFL,100.32691238773666,HSK3,Admitted,Partial Scholarship
BIT20251820,Undergraduate,Ethiopia,Chemistry and Chemical Engineering,English-taught,3.77,7.0,6.6,0,6.6,75.2,TOEFL,79.55779940767286,HSK3,Rejected,No Scholarship
BIT20251821,Undergraduate,Kenya,Automation,English-taught,2.68,6.0,5.1,0,6.3,79.3,IELTS,6.405675874531035,HSK2,Admitted,No Scholarship
BIT20251822,Undergraduate,Ethiopia,Law,Chinese-taught,3.1,5.4,7.2,0,7.8,85.8,DUOLINGO,126.55611346180679,HSK5,Admitted,No Scholarship
BIT20251823,Postgraduate,Kazakhstan,Electronics Science and Technology,Chinese-taught,2.49,6.1,7.5,0,6.7,75.7,IELTS,6.815355501395412,HSK4,Rejected,No Scholarship
BIT20251824,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,2.94,5.3,3.1,0,6.0,45.7,IELTS,6.657271446327868,HSK3,Rejected,No Scholarship
BIT20251825,Postgraduate,Russia,Materials Science and Technology,Chinese-taught,3.05,3.1,0.0,0,6.9,56.3,IELTS,6.582684183019719,HSK4,Rejected,No Scholarship
BIT20251826,Postgraduate,Russia,Statistics,English-taught,3.01,2.6,4.4,0,6.1,73.8,DUOLINGO,111.20157396782177,HSK2,Rejected,No Scholarship
BIT20251827,Undergraduate,France,Materials Science and Engineering,English-taught,2.9,6.2,2.5,0,7.1,64.2,DUOLINGO,120.71321658238296,HSK1,Admitted,No Scholarship
BIT20251828,Dual Degree,Zimbabwe,Joint Mechanical Engineering,English-taught,3.44,8.8,5.4,1,8.6,89.6,DUOLINGO,94.90249678794457,HSK1,Admitted,Partial Scholarship
BIT20251829,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,1.93,4.6,4.9,0,7.4,59.7,DUOLINGO,75.2008180032778,HSK3,Rejected,No Scholarship
BIT20251830,Undergraduate,Indonesia,Life Science,English-taught,2.94,8.0,3.5,0,6.0,58.4,IELTS,3.6216155738620674,HSK2,Rejected,No Scholarship
BIT20251831,Dual Degree,Pakistan,Joint Computer Science Program,English-taught,3.09,8.0,3.2,0,5.3,78.8,TOEFL,86.81858320547157,HSK1,Rejected,No Scholarship
BIT20251832,Postgraduate,Morocco,Applied Economics,English-taught,2.32,4.1,5.8,0,4.2,87.4,TOEFL,79.79133592606766,HSK3,Rejected,No Scholarship
BIT20251833,Postgraduate,Indonesia,Instrument Science and Technology,English-taught,3.51,5.8,5.4,0,6.4,80.9,DUOLINGO,134.97730185192262,HSK2,Admitted,No Scholarship
BIT20251834,Postgraduate,Ethiopia,Statistics,English-taught,3.67,7.8,7.5,1,8.9,79.7,TOEFL,102.15114149208732,HSK1,Admitted,Partial Scholarship
BIT20251835,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,3.36,5.3,5.3,0,7.3,66.3,TOEFL,79.65057578051699,HSK4,Admitted,Partial Scholarship
BIT20251836,Postgraduate,Pakistan,Education,English-taught,2.53,5.4,2.8,0,5.0,83.8,TOEFL,45.97656090226148,HSK3,Rejected,No Scholarship
BIT20251837,Undergraduate,Pakistan,Art and Design,English-taught,2.46,4.0,3.8,0,5.4,78.3,TOEFL,102.69579685767916,HSK1,Rejected,No Scholarship
BIT20251838,Undergraduate,Zimbabwe,Automation,English-taught,2.51,4.6,6.8,0,4.7,88.3,TOEFL,78.60793209871055,HSK2,Rejected,No Scholarship
BIT20251839,Dual Degree,Brazil,Joint Business Administration Program,English-taught,3.0,4.9,7.8,2,7.1,90.6,DUOLINGO,88.98861377380666,HSK1,Rejected,No Scholarship
BIT20251840,Undergraduate,Indonesia,Management,English-taught,2.35,3.1,4.8,0,5.2,74.9,DUOLINGO,77.06809163652343,HSK1,Rejected,No Scholarship
BIT20251841,Undergraduate,Russia,Life Science,Chinese-taught,3.39,4.0,7.7,3,8.3,78.5,TOEFL,76.79247707839426,HSK4,Admitted,No Scholarship
BIT20251842,Postgraduate,Russia,Mechanical Engineering,Chinese-taught,2.08,5.9,6.1,0,4.8,70.5,IELTS,3.6894718321193194,HSK3,Rejected,No Scholarship
BIT20251843,Postgraduate,India,Computer Science and Technology,Chinese-taught,3.08,6.2,3.4,1,6.6,84.5,TOEFL,112.75840428550711,HSK5,Rejected,No Scholarship
BIT20251844,Postgraduate,Pakistan,Aeronautical and Astronautical Science and Technology,English-taught,2.53,9.0,5.0,0,5.9,72.1,TOEFL,78.8837558064063,HSK2,Rejected,No Scholarship
BIT20251845,Dual Degree,Zimbabwe,Joint Mechanical Engineering,English-taught,3.07,1.9,0.9,0,7.5,71.6,TOEFL,83.27456900413942,HSK3,Rejected,No Scholarship
BIT20251846,Undergraduate,Egypt,Physics,English-taught,3.14,7.5,3.7,0,7.5,80.7,TOEFL,92.10108441500695,HSK3,Admitted,No Scholarship
BIT20251847,Undergraduate,Russia,Mathematics and Statistics,Chinese-taught,2.58,2.6,1.9,0,4.1,71.6,IELTS,4.3683221648032236,HSK3,Rejected,No Scholarship
BIT20251848,Undergraduate,Zimbabwe,Art and Design,English-taught,2.65,6.0,3.0,1,5.5,67.3,TOEFL,62.356194957344314,HSK1,Rejected,No Scholarship
BIT20251849,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.53,6.8,7.2,0,7.5,68.9,DUOLINGO,74.32860093217542,HSK5,Admitted,Partial Scholarship
BIT20251850,Postgraduate,Malaysia,Biomedical Engineering,Chinese-taught,2.87,7.1,5.2,1,6.3,85.0,IELTS,7.297914932146002,HSK5,Rejected,No Scholarship
BIT20251851,Undergraduate,Brazil,Foreign Languages,English-taught,2.76,5.0,5.0,1,8.0,85.3,DUOLINGO,104.53330228919663,HSK1,Admitted,No Scholarship
BIT20251852,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,2.39,5.8,3.8,0,5.4,69.1,IELTS,4.464735920736551,HSK3,Rejected,No Scholarship
BIT20251853,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,2.64,4.2,4.1,0,7.1,52.0,IELTS,5.738210331881878,HSK3,Rejected,No Scholarship
BIT20251854,Chinese Language,India,Chinese Language and Culture,Chinese-taught,2.97,4.8,2.7,1,4.6,56.8,IELTS,4.188055566944777,HSK3,Rejected,No Scholarship
BIT20251855,Dual Degree,Ethiopia,Joint Business Administration Program,Chinese-taught,2.23,3.5,3.8,0,6.0,47.6,TOEFL,95.43912258907496,HSK4,Rejected,No Scholarship
BIT20251856,Undergraduate,Mongolia,Art and Design,Chinese-taught,3.3,7.4,5.1,1,8.7,79.8,IELTS,7.1645942708634225,HSK5,Admitted,Partial Scholarship
BIT20251857,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,3.46,4.6,4.7,0,9.0,72.6,TOEFL,93.85323607047344,HSK5,Admitted,Partial Scholarship
BIT20251858,Postgraduate,Thailand,Materials Science and Technology,English-taught,2.47,4.3,4.9,0,8.6,69.1,TOEFL,61.433946997247645,HSK2,Rejected,No Scholarship
BIT20251859,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.3,8.1,6.4,0,7.4,72.1,TOEFL,109.73478150896185,HSK4,Admitted,Partial Scholarship
BIT20251860,Postgraduate,Ethiopia,Instrument Science and Technology,English-taught,1.76,6.8,6.8,0,5.4,53.0,TOEFL,103.91736925821802,HSK3,Rejected,No Scholarship
BIT20251861,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.49,6.8,6.9,1,9.0,84.1,IELTS,7.792321620100953,HSK6,Admitted,Partial Scholarship
BIT20251862,Postgraduate,Kazakhstan,Biomedical Engineering,English-taught,2.47,3.1,8.3,0,4.8,65.1,IELTS,4.926319053541908,HSK1,Rejected,No Scholarship
BIT20251863,Undergraduate,Kenya,Optics and Photonics,English-taught,2.86,5.4,5.6,0,7.9,43.9,IELTS,4.524479018546013,HSK1,Rejected,No Scholarship
BIT20251864,Postgraduate,Pakistan,Chemical Engineering and Technology,English-taught,3.36,7.0,5.5,0,6.5,61.8,IELTS,6.6501792929906705,HSK3,Rejected,No Scholarship
BIT20251865,Dual Degree,Pakistan,Joint Business Administration Program,English-taught,3.41,6.2,4.5,1,7.0,85.8,IELTS,6.009385397281359,HSK1,Admitted,Partial Scholarship
BIT20251866,Dual Degree,Thailand,Joint Computer Science Program,English-taught,3.08,5.4,6.9,0,7.2,86.6,TOEFL,102.67698859918714,HSK3,Admitted,No Scholarship
BIT20251867,Undergraduate,Zimbabwe,Management,English-taught,3.86,6.9,1.5,0,5.7,82.6,IELTS,4.803986342097094,HSK1,Rejected,No Scholarship
BIT20251868,Undergraduate,France,Law,English-taught,2.81,2.9,1.8,0,5.9,69.7,IELTS,5.09917996432969,HSK1,Rejected,No Scholarship
BIT20251869,Undergraduate,Pakistan,Humanities and Social Sciences,English-taught,2.26,6.9,5.1,0,5.2,75.9,DUOLINGO,77.45515293893313,HSK1,Rejected,No Scholarship
BIT20251870,Postgraduate,France,Design,English-taught,2.93,1.6,4.8,0,6.7,69.7,TOEFL,105.99367499456312,HSK1,Rejected,No Scholarship
BIT20251871,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.7,9.1,6.5,3,9.2,90.4,TOEFL,104.62365965986719,HSK5,Admitted,Full Scholarship
BIT20251872,Undergraduate,Kazakhstan,Aerospace Engineering,English-taught,2.79,7.6,3.9,0,7.6,39.0,TOEFL,111.14810723252663,HSK2,Rejected,No Scholarship
BIT20251873,Postgraduate,Thailand,Computer Science and Technology,Chinese-taught,1.75,7.7,1.4,0,6.6,58.7,TOEFL,92.34830777714603,HSK3,Rejected,No Scholarship
BIT20251874,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.69,5.2,6.4,1,6.9,81.4,TOEFL,102.33732947071866,HSK5,Admitted,No Scholarship
BIT20251875,Postgraduate,Malaysia,Mechanical Engineering,English-taught,2.35,3.9,5.1,0,5.6,51.8,DUOLINGO,51.5883504948346,HSK3,Rejected,No Scholarship
BIT20251876,Postgraduate,Zimbabwe,Law,Chinese-taught,3.15,5.5,8.6,0,7.8,69.1,IELTS,5.6637025701440535,HSK5,Admitted,No Scholarship
BIT20251877,Postgraduate,Zimbabwe,Optical Engineering,English-taught,3.92,4.6,4.5,1,8.0,70.1,IELTS,6.564294587733397,HSK2,Admitted,No Scholarship
BIT20251878,Postgraduate,Morocco,Business Administration,English-taught,1.99,5.4,3.9,0,7.6,65.1,IELTS,3.9380035476376554,HSK1,Rejected,No Scholarship
BIT20251879,Undergraduate,Egypt,Humanities and Social Sciences,English-taught,3.91,8.5,9.5,1,9.2,69.6,IELTS,6.783141694137805,HSK3,Admitted,Partial Scholarship
BIT20251880,Postgraduate,Egypt,Education,English-taught,2.98,7.8,5.4,1,7.3,76.6,IELTS,6.173436624546372,HSK3,Rejected,No Scholarship
BIT20251881,Postgraduate,Brazil,Materials Science and Technology,English-taught,2.57,3.5,7.6,1,3.2,41.9,IELTS,3.3792016766651516,HSK1,Rejected,No Scholarship
BIT20251882,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,2.38,1.7,6.6,0,6.3,72.1,TOEFL,94.525302316973,HSK3,Rejected,No Scholarship
BIT20251883,Postgraduate,Russia,Statistics,English-taught,2.53,5.9,5.7,0,8.3,58.7,IELTS,3.870157364931198,HSK1,Rejected,No Scholarship
BIT20251884,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.23,4.7,5.2,0,6.5,80.0,IELTS,5.348462635586503,HSK4,Admitted,No Scholarship
BIT20251885,Undergraduate,Russia,Mechanical Engineering,English-taught,3.35,7.0,4.4,0,7.3,86.5,TOEFL,85.43290915617703,HSK1,Rejected,No Scholarship
BIT20251886,Postgraduate,Morocco,Control Science and Engineering,English-taught,3.0,5.5,6.5,2,8.3,79.6,IELTS,6.912277441698767,HSK3,Admitted,No Scholarship
BIT20251887,Undergraduate,Mongolia,Chemistry and Chemical Engineering,English-taught,3.68,6.9,7.8,1,7.6,85.5,DUOLINGO,120.66344790347944,HSK1,Admitted,Partial Scholarship
BIT20251888,Undergraduate,India,Computer Science and Technology,Chinese-taught,3.06,5.4,6.2,1,7.1,78.3,TOEFL,101.83509104624517,HSK4,Admitted,No Scholarship
BIT20251889,Postgraduate,Thailand,Biomedical Engineering,English-taught,2.71,3.2,5.9,1,8.0,85.6,IELTS,6.943994855066476,HSK2,Rejected,No Scholarship
BIT20251890,Dual Degree,Kazakhstan,Joint Computer Science Program,English-taught,2.72,3.5,4.6,1,5.8,60.3,IELTS,5.316014375058745,HSK2,Rejected,No Scholarship
BIT20251891,Undergraduate,Zimbabwe,Cyberspace Science and Technology,Chinese-taught,3.2,8.0,7.1,1,7.9,78.4,TOEFL,84.52004267283766,HSK4,Admitted,Partial Scholarship
BIT20251892,Postgraduate,Kenya,Materials Science and Technology,English-taught,2.82,4.7,2.6,1,8.6,72.5,IELTS,5.433316565712789,HSK1,Rejected,No Scholarship
BIT20251893,Chinese Language,France,Chinese Language and Culture,Chinese-taught,3.69,6.1,5.9,0,6.7,77.0,IELTS,4.812829989106079,HSK4,Admitted,No Scholarship
BIT20251894,Undergraduate,Thailand,Law,Chinese-taught,3.65,3.4,2.2,0,7.5,60.7,IELTS,4.888901258928622,HSK4,Admitted,No Scholarship
BIT20251895,Postgraduate,Mongolia,Instrument Science and Technology,English-taught,2.77,5.7,1.8,0,4.6,60.9,TOEFL,98.41642557139721,HSK1,Rejected,No Scholarship
BIT20251896,Postgraduate,Malaysia,Biomedical Engineering,English-taught,2.67,6.2,4.2,0,5.6,61.0,IELTS,4.373121081328486,HSK1,Rejected,No Scholarship
BIT20251897,Postgraduate,Thailand,Optical Engineering,Chinese-taught,3.07,5.6,2.3,0,6.2,78.9,IELTS,5.32824332805656,HSK3,Rejected,No Scholarship
BIT20251898,Undergraduate,Mongolia,Medical Technology,English-taught,3.13,6.0,5.1,0,6.6,60.5,DUOLINGO,58.57683376776838,HSK1,Rejected,No Scholarship
BIT20251899,Undergraduate,Zimbabwe,Information and Electronics,Chinese-taught,2.55,4.0,0.9,0,5.5,65.8,DUOLINGO,92.16884289202719,HSK3,Rejected,No Scholarship
BIT20251900,Chinese Language,India,Chinese Language and Culture,Chinese-taught,3.44,5.0,4.7,1,7.5,74.8,TOEFL,88.31790450651849,HSK5,Admitted,Partial Scholarship
BIT20251901,Postgraduate,Mongolia,Computer Science and Technology,English-taught,2.63,4.8,5.7,0,8.7,66.9,TOEFL,68.60952458211983,HSK1,Rejected,No Scholarship
BIT20251902,Undergraduate,Zimbabwe,Cyberspace Science and Technology,English-taught,3.07,7.0,5.4,0,7.7,49.8,TOEFL,87.92497723285346,HSK2,Rejected,No Scholarship
BIT20251903,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,2.96,2.7,4.6,0,5.0,52.7,IELTS,5.291147372123904,HSK3,Rejected,No Scholarship
BIT20251904,Undergraduate,India,Mechatronical Engineering,Chinese-taught,1.92,4.4,3.0,0,5.8,61.2,TOEFL,66.2186595032175,HSK3,Rejected,No Scholarship
BIT20251905,Postgraduate,Russia,Design,English-taught,3.09,3.6,6.0,1,7.7,70.0,IELTS,6.5845835472624135,HSK1,Admitted,No Scholarship
BIT20251906,Undergraduate,Thailand,Chemistry and Chemical Engineering,Chinese-taught,2.79,3.8,3.4,0,6.1,68.7,TOEFL,50.28879042585051,HSK3,Rejected,No Scholarship
BIT20251907,Dual Degree,Morocco,Joint Mechanical Engineering,English-taught,2.44,7.4,8.0,0,7.6,79.2,IELTS,4.577198487174253,HSK1,Rejected,No Scholarship
BIT20251908,Undergraduate,Pakistan,Computer Science and Technology,English-taught,3.25,2.2,4.4,0,6.2,65.7,IELTS,5.2933732001073235,HSK2,Rejected,No Scholarship
BIT20251909,Undergraduate,Pakistan,Foreign Languages,English-taught,2.64,3.0,2.4,0,5.8,61.3,TOEFL,71.52776583986528,HSK3,Rejected,No Scholarship
BIT20251910,Undergraduate,Morocco,Mechanical Engineering,Chinese-taught,3.27,5.6,5.3,1,7.9,73.4,DUOLINGO,101.92095300634858,HSK4,Admitted,No Scholarship
BIT20251911,Undergraduate,Malaysia,Aerospace Engineering,English-taught,2.51,6.0,0.8,0,6.0,68.6,DUOLINGO,88.43935227415548,HSK2,Rejected,No Scholarship
BIT20251912,Chinese Language,France,Chinese Language and Culture,Chinese-taught,3.82,8.1,4.1,0,7.9,65.5,DUOLINGO,107.24036270840463,HSK4,Admitted,Partial Scholarship
BIT20251913,Dual Degree,Egypt,Joint Business Administration Program,English-taught,3.58,6.3,7.2,1,7.9,79.4,DUOLINGO,108.51390491474382,HSK1,Admitted,Partial Scholarship
BIT20251914,Undergraduate,France,Optics and Photonics,Chinese-taught,2.38,1.1,4.3,0,4.6,56.1,IELTS,2.9740530775539376,HSK4,Rejected,No Scholarship
BIT20251915,Postgraduate,Egypt,Instrument Science and Technology,Chinese-taught,3.47,10.0,8.1,3,9.9,91.4,TOEFL,95.62871350589211,HSK6,Admitted,Partial Scholarship
BIT20251916,Postgraduate,Morocco,Materials Science and Technology,English-taught,3.22,4.6,4.7,0,7.0,75.8,TOEFL,113.77895427523774,HSK1,Rejected,No Scholarship
BIT20251917,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,3.09,6.3,6.3,1,7.4,71.5,IELTS,7.180995075621416,HSK5,Admitted,No Scholarship
BIT20251918,Postgraduate,Kazakhstan,Statistics,English-taught,2.87,5.0,3.3,0,7.1,95.3,DUOLINGO,87.14729230488753,HSK1,Rejected,No Scholarship
BIT20251919,Undergraduate,Pakistan,Automation,English-taught,2.99,7.0,2.7,1,6.5,72.4,IELTS,6.913064960787783,HSK3,Admitted,No Scholarship
BIT20251920,Postgraduate,France,Biomedical Engineering,English-taught,2.9,5.4,6.3,0,8.4,72.3,TOEFL,84.843601074855,HSK3,Rejected,No Scholarship
BIT20251921,Postgraduate,Kenya,Electronics Science and Technology,English-taught,3.01,6.6,3.1,1,5.0,79.8,DUOLINGO,89.44945117569264,HSK1,Rejected,No Scholarship
BIT20251922,Undergraduate,Morocco,Management,English-taught,2.9,3.2,0.7,0,7.1,75.6,IELTS,4.040173484953402,HSK1,Rejected,No Scholarship
BIT20251923,Postgraduate,Malaysia,Mathematics,English-taught,2.81,5.2,2.0,0,7.0,80.5,TOEFL,82.73292279431911,HSK3,Rejected,No Scholarship
BIT20251924,Undergraduate,France,Mechatronical Engineering,Chinese-taught,1.98,4.7,5.2,0,5.7,76.3,TOEFL,71.15744333404325,HSK3,Rejected,No Scholarship
BIT20251925,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,2.44,4.7,6.6,0,6.3,94.2,TOEFL,89.89255957414451,HSK3,Rejected,No Scholarship
BIT20251926,Undergraduate,Thailand,Materials Science and Engineering,Chinese-taught,2.58,4.5,2.2,0,5.1,73.9,TOEFL,120.0,HSK3,Rejected,No Scholarship
BIT20251927,Postgraduate,Egypt,Physics,English-taught,2.81,6.0,1.9,0,4.9,52.2,DUOLINGO,72.39481602489855,HSK2,Rejected,No Scholarship
BIT20251928,Postgraduate,Pakistan,Biomedical Engineering,English-taught,3.12,3.6,7.1,1,6.2,82.7,TOEFL,69.35764439696165,HSK1,Rejected,No Scholarship
BIT20251929,Postgraduate,Malaysia,Chemical Engineering and Technology,English-taught,3.66,8.2,9.9,1,8.2,84.8,IELTS,7.581257715805355,HSK1,Admitted,Partial Scholarship
